4.24	8.64	1
2.6316	107.68	1
5.2537	169.43	1
22.422	189.71	1
23.789	31.667	1
33.65	89.188	1
39.412	21.039	1
45.263	125.82	1
45.943	143.23	1
50.197	245.04	1
53.255	87.435	1
73.309	191.73	1
82.294	163.44	1
82.9	209.4	1
107.49	167.76	1
107.76	235.2	1
113.43	186.32	1
116.24	172.34	1
125.64	270.53	1
129.2	165.4	1
134.33	218.5	1
135.89	240.89	1
141.37	172	1
140.82	131.6	1
145.3	196.78	1
145.89	224.52	1
145.3	250.78	1
145.65	409.35	1
156.21	394.72	1
167.07	182.41	1
168.23	266.11	1
178.96	203.2	1
169.89	240.89	1
172.25	190.5	1
184.5	237.79	1
189.45	325.61	1
193.34	160.34	1
194.99	264.38	1
199.52	93.968	1
198.03	243.22	1
202.02	371.76	1
203.78	307.69	1
220.04	325.88	1
218.5	177.67	1
220.19	276.57	1
219.41	193.72	1
230.79	177.5	1
237.29	116.29	1
231.52	243.89	1
238.83	374.63	1
238.5	227.79	1
242.77	146.43	1
246.21	235.5	1
248.5	179.79	1
249.41	165.28	1
260.07	290.46	1
259.3	349.67	1
262.93	400.16	1
271.14	175.03	1
269.95	251.73	1
273.18	224.31	1
275.36	159.37	1
279.18	269.33	1
278.54	212.63	1
291.65	360.83	1
289.75	164.61	1
289.12	315.46	1
296.92	198.1	1
306.09	272.56	1
309.31	241.81	1
327.82	218.33	1
330.99	279.18	1
333.22	245.07	1
333.4	376.21	1
358.19	303.19	1
362.36	373.54	1
375.04	287.99	1
398.32	213.65	1
406.67	268.5	1
427.99	145.96	1
436.88	226.13	1
4.4565	475.63	2
209.59	127.24	2
232.37	188.37	2
236.28	197.59	2
239.37	151.37	2
241.61	228.1	2
246.78	160.57	2
247.79	191.5	2
250.28	182.41	2
273.67	175.61	2
274.2	224.15	2
276.02	160.33	2
279.96	210.92	2
278.98	419.64	2
290.64	129.18	2
307.87	243.7	2
317	307.77	2
330.57	279.99	2
346.79	220.36	2
353.06	116.28	2
363.31	374.51	2
421.73	139.07	2
425.41	149.72	2
433.11	143.52	2
46.746	277.41	3
90.733	330.18	3
104.6	166.63	3
115.4	183.69	3
113.87	246.05	3
122.67	209.5	3
138.46	131.54	3
150.95	182.22	3
154.48	241.39	3
154.55	283.84	3
171.9	336.05	3
170.71	184.06	3
183.43	214.24	3
184.4	318.32	3
184.91	198.11	3
187.04	335.73	3
193.44	159.85	3
223.3	98.222	3
236.64	406.77	3
240.1	374.85	3
237.11	114.48	3
237.11	160.52	3
246.21	147.5	3
262.5	401.41	3
268.65	242.88	3
276.97	233.53	3
281.69	128.9	3
295.33	333.2	3
312.63	222.26	3
350.47	433.02	3
360.45	371.31	3
359	275.98	3
397.3	214.85	3
407.07	268.83	3
440.31	193.21	3
458.23	91.34	3
363.31	374.51	23
107.49	167.76	13
113.43	186.32	13
140.82	131.6	13
167.07	182.41	13
178.96	203.2	13
172.25	190.5	13
189.45	325.61	13
193.34	160.34	13
237.29	116.29	13
238.83	374.63	13
242.77	146.43	13
262.93	400.16	13
269.95	251.73	13
362.36	373.54	13
398.32	213.65	13
406.67	268.5	13
238.5	227.79	12
242.77	146.43	12
248.5	179.79	12
249.41	165.28	12
271.14	175.03	12
273.18	224.31	12
275.36	159.37	12
278.54	212.63	12
309.31	241.81	12
330.99	279.18	12
362.36	373.54	12
427.99	145.96	12
362.36	373.54	123
