-305.81	-60.237	1
-297.14	67.933	1
-296.14	115.93	1
-293.02	157.05	1
-287.27	41.132	1
-274.52	-50.251	1
-271.24	-59.951	1
-260.91	-73.836	1
-207.52	-155.95	1
-170.02	-92.165	1
-149.07	159.91	1
-133.52	140.05	1
-132.02	-27.951	1
-128.79	58.749	1
-126.34	-155.63	1
-74.382	-69.165	1
-71.024	-74.951	1
-55.434	-61.542	1
-51.399	65.924	1
-46.524	-84.201	1
-11.239	-140.95	1
-6.1911	-211.62	1
-2.5244	123.83	1
0.97558	-36.451	1
1.1899	173.12	1
3.6256	-211.85	1
10.026	170.3	1
17.19	-225.02	1
23.476	159.3	1
26.86	66.164	1
26.476	154.75	1
27.629	77.01	1
30.031	-229.12	1
38.86	63.933	1
42.091	94.933	1
46.014	99.703	1
47.86	7.1642	1
47.476	189.83	1
54.976	65.549	1
56.19	37.835	1
57.657	91.367	1
64.576	105.6	1
69.657	74.367	1
84.091	130.16	1
84.976	85.799	1
85.476	118.05	1
88.476	215.3	1
97.976	136.83	1
110.98	183.83	1
123.86	170.93	1
129.23	232.55	1
134.48	229.38	1
141.6	236.67	1
147.29	-159.63	1
146.64	237.05	1
152.19	17.049	1
179.81	-159.7	1
236.32	-74.528	1
241.09	-97.067	1
288.48	-42.451	1
-291.52	115.05	2
-290.27	55.549	2
-245.14	-81.836	2
-233.02	-90.951	2
-221.91	-75.067	2
-213.52	-2.7012	2
-209.91	-18.836	2
-200.02	-28.165	2
-183.02	66.263	2
-178.02	-42.951	2
-170.91	-52.836	2
-169.84	0.82884	2
-169.14	33.164	2
-162.02	-21.951	2
-161.64	-105.12	2
-157.91	-0.83577	2
-149.4	-121.33	2
-132.32	102.35	2
-129.32	171.75	2
-123.67	59.835	2
-107.52	46.549	2
-105.15	73.299	2
-102.52	88.986	2
-103.77	125.55	2
-103.02	114.05	2
-98.524	105.55	2
-93.945	126.23	2
-85.636	29.66	2
-83.667	52.12	2
-80.224	82.849	2
-75.524	-4.7369	2
-66.161	70.185	2
-66.191	18.882	2
-64.274	76.799	2
-63.124	47.149	2
-58.096	26.406	2
-58.024	91.049	2
-51.858	32.049	2
-47.81	38.049	2
-46.274	72.799	2
-44.724	53.549	2
-44.024	24.549	2
-38.424	1.1488	2
-36.724	22.749	2
-35.858	18.216	2
-35.524	-9.4512	2
-32.424	3.2488	2
-29.524	-1.6178	2
-30.191	58.216	2
-28.797	20.094	2
-27.324	39.049	2
-25.399	-22.326	2
-22.239	-166.45	2
-19.524	-16.451	2
-18.324	20.949	2
-10.858	-0.78449	2
-6.08	-23.562	2
2.3217	-37.99	2
9.547	-29.308	2
9.047	-55.737	2
13.809	-12.951	2
17.86	-39.836	2
17.86	-33.067	2
20.091	-209.84	2
22.657	-66.269	2
25.091	-21.067	2
28.142	12.216	2
30.142	52.007	2
33.351	37.924	2
36.322	65.241	2
36.218	6.4521	2
35.761	18.977	2
37.091	-29.067	2
38.091	-60.836	2
37.676	13.049	2
41.476	71.149	2
46.091	-208.84	2
44.976	24.549	2
46.476	184.05	2
48.142	20.216	2
48.698	63.438	2
49.976	9.5488	2
54.976	34.049	2
55.142	44.049	2
57.889	59.307	2
56.976	135.55	2
57.976	-20.451	2
59.091	29.164	2
61.776	22.749	2
61.676	75.149	2
60.976	132.05	2
64.86	-213.84	2
66.904	43.549	2
68.309	25.549	2
69.142	97.882	2
72.476	27.049	2
77.142	75.966	2
79.142	1.2155	2
78.976	5.0488	2
80.976	110.05	2
82.676	24.749	2
85.142	49.716	2
85.542	118.88	2
90.86	93.933	2
93.876	52.949	2
93.86	102.93	2
97.71	139.78	2
97.476	56.299	2
98.86	93.933	2
100.31	78.882	2
105.98	120.83	2
106.48	47.216	2
112.91	68.174	2
113.37	-77.03	2
121.38	-157.25	2
152.14	18.799	2
153.86	26.933	2
179.86	-17.836	2
-291.04	154.96	3
-223.52	-128.95	3
-140.52	238.55	3
-132.52	-163.45	3
-126.24	87.692	3
-102.41	88.438	3
-90.524	88.049	3
