-305.21	-61.194	1
-286.25	40.406	1
-273.71	-51.761	1
-257.5	-73.761	1
-215.48	164.51	1
-206.36	-156.61	1
-175.4	132.29	1
-170.08	-93.894	1
-153.25	1.1237	1
-147.83	159.18	1
-138.32	-67.082	1
-132.9	139.05	1
-131.21	-28.928	1
-128.19	58.215	1
-97.081	-69.628	1
-93.215	-110.05	1
-73.34	-70.198	1
-54.656	-63.143	1
-50.715	65.072	1
-10.889	-142.83	1
-9.4289	-149.69	1
-0.12845	121.46	1
0.78535	-37.261	1
4.4758	-212.55	1
11.132	170.02	1
17.901	-225.88	1
28.964	77.061	1
30.473	-229.57	1
37.964	60.061	1
43.994	96.114	1
48.619	188.66	1
50.964	6.4176	1
56.885	36.806	1
56.699	64.015	1
59.428	88.311	1
65.478	104.93	1
70.5	73.596	1
72.132	203.89	1
85.485	84.689	1
86.233	117.58	1
89.67	214.12	1
98.785	136.95	1
135.36	228.89	1
142.76	235.78	1
147.69	235.94	1
154.73	14.587	1
237.42	-77.034	1
289.07	-43.761	1
-103.79	72.893	2
-101.67	88.522	2
-95.715	103.97	2
-93.215	125.41	2
-84.868	29.124	2
-79.479	82.268	2
-65.565	69.589	2
-63.858	75.953	2
-62.527	46.364	2
-45.756	36.281	2
-45.484	71.816	2
-42.41	52.783	2
-32.943	0.72479	2
-35.277	15.864	2
-34.656	23.151	2
-27.992	19.239	2
-26.09	38.302	2
-25.099	-23.646	2
-25.215	-13.761	2
-18.477	-16.261	2
-5.6522	-24.198	2
8.9007	-56.646	2
9.8853	-29.621	2
14.075	-13.893	2
18.67	-44.646	2
21	-30.761	2
25.785	-64.761	2
26.785	-22.761	2
26.785	9.7391	2
31.369	51.128	2
34.045	37.339	2
37.593	17.483	2
37.321	63.775	2
35.747	5.5852	2
37.901	-63.876	2
39.67	-1.6455	2
43.058	68.966	2
41.285	-31.761	2
45.214	23.953	2
47.385	182.44	2
50	-209.76	2
50.841	8.3502	2
49.439	62.508	2
54.901	-22.646	2
55	41.239	2
57.935	58.689	2
56.874	134.62	2
57.571	33.239	2
59.785	26.739	2
60.785	-24.261	2
61.697	73.798	2
68.785	-211.55	2
68.785	43.025	2
71.785	25.103	2
71.104	94.921	2
78.473	74.739	2
79.985	2.3891	2
82.67	109.12	2
84.132	50.201	2
84.901	25.124	2
86.285	117.96	2
86.747	98.893	2
95.852	53.472	2
95.67	34.124	2
95.67	96.354	2
95.67	107.12	2
98.706	139.41	2
96.439	89.201	2
107.57	46.096	2
114.05	67.172	2
114.37	-77.844	2
118.13	-157.8	2
152.9	19.354	2
153.79	26.739	2
177.47	-19.443	2
-125.26	86.921	3
-103.91	55.139	3
-101.71	87.739	3
-89.715	87.239	3
-84.858	70.168	3
-83.429	50.739	3
-82.215	65.739	3
-74.715	88.989	3
-69.715	50.989	3
-64.715	17.239	3
-62.715	45.648	3
-63.215	2.2391	3
-57.215	25.239	3
-44.715	35.665	3
-42.477	52.549	3
-39.442	9.83	3
-35.215	109.74	3
-29.715	30.939	3
-22.942	36.466	3
-24.715	-15.261	3
-23.26	9.9209	3
-19.215	17.239	3
-11.533	35.648	3
-7.0004	10.739	3
-7.3147	17.539	3
-5.7147	-24.547	3
9.7853	-56.761	3
10.285	21.239	3
14.831	-14.443	3
25.901	-210.65	3
24.714	44.025	3
28.369	75.572	3
30.147	53.567	3
35.785	3.1027	3
36.085	26.339	3
37.085	17.339	3
37.485	21.339	3
39.714	10.739	3
44.66	22.364	3
46.922	48.285	3
46.857	12.453	3
51.853	61.928	3
51.471	24.258	3
55.952	43.006	3
56.67	29.124	3
57.925	57.739	3
56.452	129.41	3
57.785	134.07	3
61.609	39.18	3
61.67	25.124	3
64.035	53.156	3
68.452	24.739	3
77.952	75.072	3
79.619	4.4057	3
81.285	151.49	3
81.785	66.239	3
83.41	17.489	3
85.952	12.572	3
86.063	117.74	3
88.285	65.739	3
89.285	91.989	3
92.285	30.239	3
95.202	51.906	3
97.798	139.32	3
101.29	77.453	3
107.29	45.406	3
113.29	66.739	3
-101.67	88.522	23
-62.527	46.364	23
-45.756	36.281	23
-42.41	52.783	23
-26.09	38.302	23
-25.215	-13.761	23
-5.6522	-24.198	23
8.9007	-56.646	23
14.075	-13.893	23
31.369	51.128	23
37.593	17.483	23
35.747	5.5852	23
45.214	23.953	23
49.439	62.508	23
55	41.239	23
57.935	58.689	23
56.874	134.62	23
59.785	26.739	23
71.785	25.103	23
78.473	74.739	23
79.985	2.3891	23
86.285	117.96	23
95.852	53.472	23
98.706	139.41	23
107.57	46.096	23
114.05	67.172	23
28.964	77.061	13
56.885	36.806	13
56.699	64.015	13
86.233	117.58	13
98.785	136.95	13
37.964	60.061	12
50.964	6.4176	12
56.885	36.806	12
86.233	117.58	12
98.785	136.95	12
154.73	14.587	12
0	0	123
98.785	136.95	123
