-320.73	183.61	1
112.75	-6.525	1
277.17	-370.54	1
-379.29	-40.483	2
-378.42	106.07	2
-345.98	109.26	2
-333.92	-259.56	2
-329.88	188.59	2
-327.11	-145.98	2
-323.34	180.99	2
-304.13	347.64	2
-293.31	129.43	2
-285.14	240.66	2
-285.54	188.73	2
-284.78	142.69	2
-279.22	178.94	2
-285.71	264.63	2
-275.1	257.11	2
-264.4	290.05	2
-270.62	23.904	2
-257.99	-343.21	2
-248.76	-8.9729	2
-246.36	217.28	2
-243.56	163.47	2
-241.6	-15.983	2
-237.41	225.12	2
-232.88	172.22	2
-222.22	252.13	2
-226.42	165.48	2
-225.26	206.8	2
-221.79	228.72	2
-212.59	121.03	2
-203.49	317.31	2
-206.81	142.25	2
-203.57	190.2	2
-201.37	214.19	2
-192.69	173.34	2
-192.45	260.78	2
-189.82	126.05	2
-172.89	297.98	2
-180.01	61.989	2
-174.63	259.1	2
-175.6	102.54	2
-163.57	108.33	2
-163.57	119.33	2
-159.56	52.904	2
-157.73	-129.68	2
-156.81	69.615	2
-155.78	31.119	2
-147.13	-148.65	2
-148.01	59.659	2
-142.19	26.675	2
-140.5	-45.65	2
-137	226.31	2
-135.66	-360.35	2
-133.86	72.244	2
-128.46	-71.29	2
-132.64	170.19	2
-126.14	84.16	2
-129.56	54.218	2
-119.95	155.04	2
-122.6	122.4	2
-116.85	33.195	2
-115.01	115.99	2
-109.31	248.63	2
-108.31	-42.566	2
-106.12	5.9158	2
-110.32	164.78	2
-103.78	-4.9135	2
-107.34	28.822	2
-106.18	82.818	2
-106.18	104.82	2
-92.947	160.4	2
-99.499	-92.062	2
-101.19	-27.234	2
-102.31	67.953	2
-104.01	93.818	2
-99.528	17.708	2
-73.989	108.34	2
-84.182	17.818	2
-83.015	5.6587	2
-80.915	53.358	2
-77.284	25.341	2
-75.409	139.25	2
-73.869	-255.96	2
-71.247	50.205	2
-70.202	-2.8596	2
-63.57	-115.57	2
-60.696	90.285	2
-61.714	203.29	2
-55.995	169.37	2
-41.252	10.592	2
-39.828	-80.678	2
-41.709	78.387	2
-39.152	-393.76	2
-32.733	-107.1	2
-34.382	229.25	2
-29.167	-96.591	2
-29.193	61.5	2
-27.881	32.217	2
-25.43	-29.887	2
-21.935	-54.403	2
-19.747	49.713	2
-17.836	34.284	2
-13.84	67.245	2
-2.6469	117.64	2
-1.6049	-307.44	2
-0.75265	-68.581	2
20.231	199.49	2
23.87	89.567	2
21.451	-132.88	2
31.428	-72.365	2
42.384	-206.78	2
53.188	-51.43	2
57.694	8.5843	2
59.459	35.348	2
59.845	56.962	2
65.07	160.74	2
69.404	64.466	2
76.915	46.881	2
79.205	-38.474	2
